Auctioner,Location,Date,Year,Make,Model,Engine,HP,Transmisson,Ratio,Mileage,Repairs Cost,Transport Costs,Target Price,max bidding price,Sold For,Details,
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2023,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.79,"458,000",,"$3,250.00","$35,000.00","$36,750.00","$53,500.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 458,000 Approximate Miles, ECM Not Verified, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.79 Ratio, Air Ride Suspension, GPS Navigation, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Deluxe Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 233 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Russ Hendrix - 402-720-4388",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2023,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.79,"450,000",,"$3,250.00","$37,000.00","$38,850.00","$52,500.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 450,000 Approximate Miles, ECM Not Verified, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.79 Ratio, Air Ride Suspension, GPS Navigation, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Deluxe Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 233 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Russ Hendrix - 402-720-4388",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2023,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,3.08,"319,000",,"$3,250.00","$50,000.00","$52,500.00","$66,000.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 3.08 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 235 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2023,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.79,"320,000",,"$3,250.00","$48,000.00","$50,400.00","$59,000.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.79 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 229 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2023,FREIGHTLINER,Cascadia126,Detroit DD15 14.8 Liter,505,Automatic,2.85,"287,000",,"$3,250.00","$55,000.00","$57,750.00","$77,500.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 287,000 Approximate Miles, ECM Not Verified, Detroit DD15 14.8 Liter Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, GPS Navigation, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Deluxe Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Auxiliary Power Unit, Climate Control System, Air Slide 5th, 237 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Russ Hendrix - 402-720-4388",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2022,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"363,000",,"$3,250.00","$46,000.00","$48,300.00","$55,500.00","2022 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 233 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2022,FREIGHTLINER,Cascadia126,Detroit DD15,400,Automatic,2.16,"347,000",,"$3,250.00","$44,000.00","$46,200.00","$55,500.00","2022 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 400 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.16 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 231 Inch Wheel Base, 22.5 Low Profile Tires, Disc Wheels, Aluminum Discs Front And Outside Rear. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2022,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.85,"471,000",,"$3,250.00","$44,000.00","$46,200.00","$53,500.00","2022 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 471,000 Approximate Miles, ECM Not Verified, Detroit DD15 Engine, 455 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Greg Burns - 402-681-7239",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2021,FREIGHTLINER,Cascadia126,Detroit DD15,400,Automatic,2.16,"386,000",,"$3,250.00","$37,000.00","$38,850.00","$45,500.00","2021 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 400 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.16 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Air Slide 5th, 231 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2021,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.15,"454,000",,"$3,250.00","$35,000.00","$36,750.00","$40,000.00","2021 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 455 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.15 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 227 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Greg Burns - 402-681-7239",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2023,VOLVO,VNL 760,Volvo D13,455,Automatic,2.64,"212,000",,"$3,250.00","$66,000.00","$69,300.00","$73,500.00","2023 VOLVO VNL 760 Conventional, Upper Bunk, 212,000 Approximate Miles, ECM Not Verified, Volvo D13 Engine, 455 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Single Chrome Stack, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Cozad Ramps, Air Slide 5th, 218 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Ilija ""Eli"" Mikovic - 402-380-9557",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2021,FREIGHTLINER,Cascadia126,Detroit DD15,450,Automatic,2.41,"382,000",,"$3,250.00",,,"$40,000.00","2021 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 450 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.41 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 228 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Greg Burns - 402-681-7239",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2022,FREIGHTLINER,Cascadia126,Detroit DD15,450,Automatic,2.41,"416,000",,"$3,250.00",,,"$48,500.00","2022 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 450 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.41 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 228 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Greg Burns - 402-681-7239",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2022,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"466,000",,"$3,250.00","$45,000.00","$47,250.00","$45,500.00","2022 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 466,000 Approximate Miles, ECM Not Verified, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Cozad Ramps, Air Slide 5th, Pintle Hook, 227 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. CONTACT: Greg Burns - 402-681-7239",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2022,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"480,000",,"$3,250.00","$45,000.00","$47,250.00","$52,000.00","2022 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 480,000 Approximate Miles, ECM Not Verified, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Cozad Ramps, Air Slide 5th, Pintle Hook, 227 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. CONTACT: Greg Burns - 402-681-7239",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2022,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"401,000",,"$3,250.00","$47,000.00","$49,350.00","$48,500.00","2022 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 401,000 Approximate Miles, ECM Not Verified, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Cozad Ramps, Air Slide 5th, Pintle Hook, 227 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. CONTACT: Greg Burns - 402-681-7239",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2022,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"481,000",,"$3,250.00","$37,000.00","$38,850.00","$48,500.00","2022 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Cozad Ramps, Air Slide 5th, Pintle Hook, 227 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. CONTACT: Greg Burns - 402-681-7239",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2021,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"337,000",,"$3,250.00","$38,000.00","$39,900.00","$51,000.00","2021 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 337,000 Approximate Miles, ECM Not Verified, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Auxiliary Power Unit, Cozad Ramps, Air Slide 5th, 233 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. CONTACT: Greg Burns - 402-681-7239",
Taylor&Martin,"LAS VEGAS, NV",10/2/2025,2022,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"480,000",,"$3,250.00","$35,000.00","$36,750.00","$44,000.00","2022 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 233 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Cory Benge - 402-719-0233",
Richie Bros,"Dunnigan, CA",10/8/2025,2024,Peterbilt,579,CumminsX15,450,Automated,,"401,991",,"$4,000.00","$30,000.00","$31,500.00",,"Cummins X15 450 hp Engine, 2023 US EPA Label, 9090 Engine hrs, Automated Transmission, 12000 lb Front Axle, 38000 lb Rears, 50000 lb GVWR, Engine Brake, 80 in High Rise Sleeper Cab, Bunk Beds, 241 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",10/8/2025,2024,Peterbilt,579,CumminsX15,500,Automated,,"416,519",,"$4,000.00","$40,000.00","$42,000.00",,"Cummins X15 500 hp Engine, 2023 US EPA Label, Automated Transmission, 12350 lb Front Axle, 40000 lb Rears, 52350 lb GVWR, 72 in High Rise Sleeper Cab, 240 in Wheelbase, Air Suspension, Aluminum Wheels, 11R22.5, Air Sliding 5th Wheel",
Richie Bros,"Dunnigan, CA",10/8/2025,2025,Freightliner,Cascadia 126,DetroitDD15,475,Automated,2.85,"7,077",,"$4,000.00","$140,000.00","$147,000.00","$145,000.00","Detroit DD15 475 hp Engine, 2024 US EPA Label, 166 Engine hrs, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 12000 lb Front Axle, 40000 lb Rears, 52000 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 233 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",10/8/2025,2025,Freightliner,Cascadia 126,DetroitDD15,475,Automated,2.85,"9,275",,"$4,000.00","$140,000.00","$147,000.00","$143,000.00","Detroit DD15 475 hp Engine, 2024 US EPA Label, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 12000 lb Front Axle, 40000 lb Rears, 52000 lb GVWR, 72 in High Rise Sleeper Cab, 233 in Wheelbase, Air Suspension, Air Sliding 5th Wheel",
Richie Bros,"Dunnigan, CA",10/8/2025,2025,Freightliner,Cascadia 126,DetroitDD15,475,Automated,2.85,"9,472",,"$4,000.00","$140,000.00","$147,000.00","$143,000.00","Detroit DD15 475 hp Engine, 2024 US EPA Label, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 12000 lb Front Axle, 40000 lb Rears, 52000 lb GVWR, 72 in High Rise Sleeper Cab, 233 in Wheelbase, Air Suspension, Aluminum Wheels, 11R22.5, Air Sliding 5th Wheel",
Richie Bros,"Dunnigan, CA",10/8/2025,2025,Freightliner,Cascadia 126,DetroitDD15,475,Automated,2.85,"10,030",,"$4,000.00","$140,000.00","$147,000.00","$143,000.00","Detroit DD15 475 hp Engine, 2024 US EPA Label, Detroit DT12-1650-OH1 12-Speed Automated Transmission, 12000 lb Front Axle, 40000 lb Rears, 52000 lb GVWR, 72 in High Rise Sleeper Cab, Bunk Beds, 233 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",10/8/2025,2025,Freightliner,Cascadia 126,DetroitDD15,475,Automated,2.85,"22,959",,"$4,000.00","$135,000.00","$141,750.00","$140,000.00","Detroit DD15 475 hp Engine, 2024 US EPA Label, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 12000 lb Front Axle, 40000 lb Rears, 52000 lb GVWR, 72 in High Rise Sleeper Cab, 233 in Wheelbase, Air Suspension, 11R22.5, Air Sliding 5th Wheel",
Richie Bros,"Dunnigan, CA",10/8/2025,2024,Freightliner,Cascadia 126,DD15 ,505,Automated,2.79,"315,053",,"$4,000.00","$65,000.00","$68,250.00","$71,000.00","2023 US EPA Label, Detroit DT12-1650-OH1 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, Differential Lock, 70 in High Rise Sleeper Cab, Bunk Beds, 229 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5 Front Tires, 275/80R22.5 Rear Tires, Air Sliding 5th Wheel, Dual Fuel Tanks, Lowboy Ramps",
Richie Bros,"Dunnigan, CA",10/8/2025,2024,Freightliner,Cascadia 126,DetroitDD15,505,Automated,2.85,"376,737",,"$4,000.00","$65,000.00","$68,250.00","$54,000.00","Detroit DD15 505 hp Engine, 2023 US EPA Label, Detroit DT12-1650-OH1 12-Speed Automated Transmission, 12350 lb Front Axle, 40000 lb Rears, 52350 lb GVWR, 70 in High Rise Sleeper Cab, 229 in Wheelbase, Air Suspension, Aluminum Wheels, 11R22.5, Air Sliding 5th Wheel",
Richie Bros,"Dunnigan, CA",10/8/2025,2024,Freightliner,Cascadia 126,DetroitDD15,505,Automated,2.85,"297,257",,"$4,000.00","$65,000.00","$68,250.00","$70,000.00","Detroit DD15 505 hp Engine, 2023 US EPA Label, 7380 Engine hrs, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 12500 lb Front Axle, 40000 lb Rears, 52500 kg GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 237 in Wheelbase, Air Suspension, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",10/8/2025,2023,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"413,280",,"$4,000.00","$25,000.00","$26,250.00",,"Detroit DD15 505 hp Engine, 2022 US EPA Label, Detroit DT12-1750-OHE 12-Speed Automated Transmission, 13300 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, 237 in Wheelbase, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",10/8/2025,2022,Freightliner,Cascadia 126,DetroitDD15,455,Automated,3.08,"289,965",,"$4,000.00","$55,000.00","$57,750.00","$60,000.00","2021 US EPA Label, 9165 Engine hrs, Detroit DT12-1750-OH1 12-Speed Automated Transmission, 13220 lb Front Axle, 40000 lb Rears, 53220 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 229 in Wheelbase, Air Suspension, Aluminum Front Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",10/8/2025,2022,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"324,169",,"$4,000.00","$53,000.00","$55,650.00","$59,000.00","2021 US EPA Label, 14842 Engine hrs, Detroit DT12-1650-OH1 12-Speed Automated Transmission, 12500 lb Front Axle, 40000 lb Rears, 52500 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, 227 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",10/8/2025,2022,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"423,693",,"$4,000.00","$37,000.00","$38,850.00","$47,000.00","2021 US EPA Label, 15987 Engine hrs, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 12500 lb Front Axle, 40000 lb Rears, 52500 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, 227 in Wheelbase, Air Suspension, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Dunnigan, CA",10/8/2025,2022,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"453,326",,"$4,000.00","$38,000.00","$39,900.00","$47,000.00","2022 US EPA Label, 13230 Engine hrs, Detroit DT12-1750 12-Speed Automated Transmission, 13200 lb Front Axle, 40000 lb Rears, 53300 lb GVWR, Engine Brake, 58 in High Rise Sleeper Cab, Bunk Beds, Bunk Heater, 235 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
